date,code,low,high
2018-01-15,182,4.93,4.97
2018-01-15,183,4.75,4.9
2018-01-15,184,5.45,5.65
2018-01-15,185,6.55,6.65
2018-01-15,186,8.35,8.65
2018-01-15,187,350,370
2018-01-15,188,270,295
2018-01-15,189,105,120
2018-01-15,190,1850,1950
2018-01-15,191,5.24,5.24
2018-01-15,192,3.4,3.4
2018-01-15,193,3,3
2018-01-15,194,2.44,2.44
2018-01-15,195,2.08,2.08
2018-01-15,196,1.86,1.86
2018-01-15,197,1.5,1.5
2018-01-15,198,1.58,1.58
2018-01-15,199,1.52,1.52
2018-01-15,202,,
2018-01-15,203,,
2018-01-15,204,,
2018-01-15,205,,
2018-01-15,206,,
2018-01-15,207,,
2018-01-15,208,,
2018-01-15,209,,
2018-01-15,210,0.6,0.7
2018-01-15,211,0.2,0.25
2018-01-15,212,0.26,0.29
2018-01-15,213,,
2018-01-15,214,,
2018-01-15,215,,
2018-01-15,216,,
2018-01-15,217,,
2018-01-15,218,,
2018-01-15,219,,
2018-01-15,220,,
2018-01-15,221,,
2018-01-15,222,,
2018-01-15,223,,
2018-01-15,224,,
2018-01-15,225,1.3,1.5
2018-01-15,226,,
2018-01-15,227,,
2018-01-15,228,,
2018-01-15,229,0.47,0.57
2018-01-15,230,,
2018-01-15,231,,
2018-01-15,232,,
2018-01-15,233,,
2018-01-15,234,0.2,0.22
2018-01-15,235,,
2018-01-15,236,,
2018-01-15,237,,
2018-01-15,238,,
2018-01-15,239,,
2018-01-15,240,,
2018-01-15,241,,
2018-01-15,242,,
2018-01-15,243,,
2018-01-15,244,,
2018-01-15,245,,
2018-01-15,246,0.45,0.55
2018-01-15,247,1.6,1.8
2018-01-15,248,,
2018-01-15,249,0.55,0.7
2018-01-15,250,0.23,0.28
2018-01-15,251,,
2018-01-15,252,,
2018-01-15,253,0.7,0.75
2018-01-15,254,,
2018-01-15,255,,
2018-01-15,256,0.47,0.53
2018-01-15,257,,
2018-01-15,258,,
2018-01-15,259,,
2018-01-15,260,,
2018-01-15,261,,
2018-01-15,262,,
2018-01-15,263,,
2018-01-15,264,,
2018-01-15,265,,
2018-01-15,266,,
2018-01-15,267,,
2018-01-15,268,,
2018-01-15,269,,
2018-01-15,270,,
2018-01-15,271,,
2018-01-15,272,,
2018-01-15,273,,
2018-01-15,274,,
2018-01-15,275,,
2018-01-15,276,,
2018-01-15,277,,
2018-01-15,278,,
2018-01-15,279,,
2018-01-15,280,,
2018-01-15,281,,
2018-01-15,282,,
2018-01-15,283,,
2018-01-15,284,,
2018-01-15,285,,
2018-01-15,286,,
2018-01-15,287,,
2018-01-15,288,,
2018-01-15,289,,
2018-01-15,290,,
2018-01-15,291,,
2018-01-15,292,,
2018-01-15,293,,
2018-01-15,294,,
2018-01-15,295,,
2018-01-15,296,,
2018-01-15,297,0.6,0.7
2018-01-15,298,,
2018-01-15,299,,
2018-01-15,300,,
2018-01-15,301,,
2018-01-15,302,,
2018-01-15,303,,
2018-01-15,304,,
2018-01-15,305,,
2018-01-15,306,0.6,0.65
2018-01-15,307,,
2018-01-15,308,,
2018-01-15,309,,
2018-01-15,310,,
2018-01-15,311,,
2018-01-15,312,,
2018-01-15,313,,
2018-01-15,314,,
2018-01-15,315,,
2018-01-15,316,,
2018-01-15,317,,
2018-01-15,318,,
2018-01-15,319,,
2018-01-15,320,,
2018-01-15,321,,
2018-01-15,322,,
2018-01-15,323,,
2018-01-15,328,0.36,0.42
2018-01-15,329,0.14,0.18
2018-01-15,331,0.34,0.38
2018-01-15,333,2.7,2.74
2018-01-15,335,2.55,2.59
2018-01-15,341,2.65,2.69
2018-01-15,342,2.95,2.99
2018-01-15,344,17.5,17.5
2018-01-15,345,15.1,15.1
2018-01-15,346,14,14
2018-01-15,347,12.2,12.2
2018-01-15,350,2.25,2.35
2018-01-15,351,2.1,2.2
2018-01-15,352,4.15,4.25
2018-01-15,353,4.85,4.95
2018-01-15,356,2.2,2.3
2018-01-15,357,2.2,2.3
2018-01-15,358,4.15,4.25
2018-01-15,361,4.7,4.8
2018-01-15,362,5.6,5.7
2018-01-15,363,4.7,4.8
2018-01-15,364,2.15,2.25
2018-01-15,365,1.5,1.6
2018-01-15,366,5.6,5.7
2018-01-15,367,2.7,2.8
2018-01-15,368,1.3,1.4
2018-01-15,369,5.6,5.7
2018-01-15,370,2.6,2.7
2018-01-15,371,1.3,1.4
2018-01-15,372,5,5.1
2018-01-15,615,8.5,9.5
2018-01-15,616,8,9
2018-01-15,670,,
2018-01-15,671,,
2018-01-15,672,208,210
2018-01-15,673,,
2018-01-15,674,1.1,1.12
2018-01-15,675,1.45,1.47
2018-01-15,676,2.1,2.2
2018-01-15,677,2.2,2.3
2018-01-15,678,2.3,2.4
2018-01-15,679,7.5,8.5
2018-01-15,680,8,9
2018-01-15,683,3.5,3.9
2018-01-15,684,3.6,4
2018-01-15,685,,
2018-01-15,688,1.2,1.25
2018-01-15,689,1.25,1.3
2018-01-15,690,1.35,1.45
2018-01-15,691,2.3,2.6
2018-01-15,692,2.3,2.65
2018-01-15,693,2.6,2.8
2018-01-15,694,2.6,2.9
2018-01-15,695,7.3,7.8
2018-01-15,696,1,1.1
2018-01-15,697,,
2018-01-15,698,0.95,1.02
2018-01-15,699,0.9,0.95
2018-01-15,700,1.4,1.5
2018-01-15,701,1.2,1.4
2018-01-15,702,,
2018-01-15,703,1.45,1.5
2018-01-15,704,3.6,3.8
2018-01-15,705,,
2018-01-15,706,,
2018-01-15,707,7,7.7
2018-01-15,708,1.1,1.2
2018-01-15,709,7,7.7
2018-01-15,710,7,7.7
2018-01-15,711,7.5,8.2
2018-01-15,712,1.1,1.2
2018-01-15,714,,
2018-01-15,715,6.7,7.2
2018-01-15,716,18.7,18.7
2018-01-15,717,16.3,16.3
2018-01-15,718,15.3,15.3
2018-01-15,719,12.9,12.9
2018-01-15,727,,
2018-01-15,728,1.25,1.38
2018-01-15,729,0.95,1
2018-01-15,731,5.15,5.25
2018-01-15,732,6.28,6.45
2018-01-15,733,6.95,7.15
2018-01-15,734,7.35,7.55
2018-01-19,328,0.36,0.42
2018-01-19,329,0.1,0.14
2018-01-19,331,0.28,0.32
2018-01-19,332,,
2018-01-19,333,2.7,2.74
2018-01-19,335,2.45,2.49
2018-01-19,336,,
2018-01-19,337,,
2018-01-19,340,,
2018-01-19,341,2.65,2.69
2018-01-19,342,2.95,2.99
2018-01-19,344,16.6,16.6
2018-01-19,345,14.2,14.2
2018-01-19,346,13.1,13.1
2018-01-19,347,11.3,11.3
2018-01-19,350,2.25,2.35
2018-01-19,351,2.15,2.25
2018-01-19,352,4.15,4.25
2018-01-19,353,4.85,4.95
2018-01-19,356,1.9,2
2018-01-19,357,1.9,2
2018-01-19,358,3.9,4
2018-01-19,361,4.7,4.8
2018-01-19,362,5.6,5.7
2018-01-19,363,4.8,4.9
2018-01-19,364,2.15,2.25
2018-01-19,365,1.5,1.6
2018-01-19,366,5.6,5.7
2018-01-19,367,2.7,2.8
2018-01-19,368,1.3,1.4
2018-01-19,369,5.6,5.7
2018-01-19,370,2.6,2.7
2018-01-19,371,1.3,1.4
2018-01-19,372,4.7,4.8
2018-01-19,674,1.12,1.14
2018-01-19,675,1.45,1.47
2018-01-19,676,2.15,2.25
2018-01-19,677,1.9,2
2018-01-19,678,2.3,2.4
2018-01-19,716,18.1,18.1
2018-01-19,717,15.7,15.7
2018-01-19,718,14.7,14.7
2018-01-19,719,12.3,12.3
2018-01-22,2,,
2018-01-22,3,,
2018-01-22,4,187,188
2018-01-22,5,,
2018-01-22,6,,
2018-01-22,7,266,268
2018-01-22,8,260,262
2018-01-22,9,183,184
2018-01-22,10,189,190
2018-01-22,11,,
2018-01-22,12,200,202
2018-01-22,13,,
2018-01-22,14,167,168
2018-01-22,15,179,180
2018-01-22,16,167,168
2018-01-22,17,,
2018-01-22,18,,
2018-01-22,19,,
2018-01-22,20,,
2018-01-22,21,181,183
2018-01-22,22,188,189
2018-01-22,23,400,405
2018-01-22,24,394,399
2018-01-22,25,249,251
2018-01-22,26,244,247
2018-01-22,27,465,466
2018-01-22,28,461,463
2018-01-22,29,447,448
2018-01-22,30,146,148
2018-01-22,31,150,152
2018-01-22,32,118,120
2018-01-22,33,151,153
2018-01-22,34,122,124
2018-01-22,35,189,191
2018-01-22,36,160,162
2018-01-22,37,119,121
2018-01-22,38,119,121
2018-01-22,39,273,274
2018-01-22,40,153,155
2018-01-22,41,,
2018-01-22,42,154,155
2018-01-22,43,153,154
2018-01-22,44,,
2018-01-22,45,,
2018-01-22,46,,
2018-01-22,47,193,194
2018-01-22,48,133,135
2018-01-22,49,,
2018-01-22,50,300,340
2018-01-22,51,330,380
2018-01-22,52,,
2018-01-22,53,800,840
2018-01-22,54,890,940
2018-01-22,55,280,310
2018-01-22,56,220,230
2018-01-22,58,110,115
2018-01-22,61,,
2018-01-22,62,,
2018-01-22,63,200,205
2018-01-22,64,,
2018-01-22,65,,
2018-01-22,66,,
2018-01-22,67,210,215
2018-01-22,68,,
2018-01-22,69,,
2018-01-22,70,,
2018-01-22,71,105,110
2018-01-22,72,210,220
2018-01-22,73,367,369
2018-01-22,74,,
2018-01-22,75,345,347
2018-01-22,76,389,391
2018-01-22,77,365,367
2018-01-22,78,,
2018-01-22,79,,
2018-01-22,80,,
2018-01-22,81,320,330
2018-01-22,82,,
2018-01-22,83,750,760
2018-01-22,84,780,790
2018-01-22,85,660,665
2018-01-22,86,705,710
2018-01-22,87,695,700
2018-01-22,88,685,690
2018-01-22,89,1420,1430
2018-01-22,90,910,930
2018-01-22,91,940,960
2018-01-22,92,775,780
2018-01-22,93,795,805
2018-01-22,94,775,780
2018-01-22,95,765,770
2018-01-22,96,,
2018-01-22,97,,
2018-01-22,98,,
2018-01-22,100,,
2018-01-22,101,11,12
2018-01-22,102,11.75,12.75
2018-01-22,103,4.65,5.3
2018-01-22,104,3.9,4
2018-01-22,105,3.95,4.05
2018-01-22,106,3.78,3.8
2018-01-22,107,2.37,2.39
2018-01-22,108,274,276
2018-01-22,109,238,240
2018-01-22,110,350,380
2018-01-22,111,225,227
2018-01-22,112,,
2018-01-22,113,,
2018-01-22,114,180,181
2018-01-22,115,128,130
2018-01-22,116,,
2018-01-22,117,400,403
2018-01-22,118,330,331
2018-01-22,119,,
2018-01-22,120,331,332
2018-01-22,121,460,463
2018-01-22,122,340,342
2018-01-22,123,,
2018-01-22,124,337,340
2018-01-22,125,,
2018-01-22,126,,
2018-01-22,127,224,229
2018-01-22,128,217,222
2018-01-22,129,238,243
2018-01-22,130,195,202
2018-01-22,131,1420,1425
2018-01-22,132,650,655
2018-01-22,133,625,630
2018-01-22,134,695,700
2018-01-22,176,5,6
2018-01-22,177,11,12
2018-01-22,181,4.67,4.72
2018-01-22,182,4.87,4.92
2018-01-22,183,4.75,4.9
2018-01-22,184,5.45,5.65
2018-01-22,185,6.55,6.65
2018-01-22,186,8.35,8.65
2018-01-22,187,350,365
2018-01-22,188,260,280
2018-01-22,189,100,110
2018-01-22,190,1750,1850
2018-01-22,191,5.45,5.45
2018-01-22,192,3.64,3.64
2018-01-22,193,3.21,3.21
2018-01-22,194,2.61,2.61
2018-01-22,195,2.18,2.18
2018-01-22,196,1.86,1.86
2018-01-22,197,1.46,1.46
2018-01-22,198,1.54,1.54
2018-01-22,199,1.48,1.48
2018-01-22,202,,
2018-01-22,203,,
2018-01-22,204,,
2018-01-22,205,,
2018-01-22,206,,
2018-01-22,207,,
2018-01-22,208,,
2018-01-22,209,,
2018-01-22,210,0.45,0.55
2018-01-22,211,0.2,0.25
2018-01-22,212,0.2,0.25
2018-01-22,213,,
2018-01-22,214,,
2018-01-22,215,,
2018-01-22,216,,
2018-01-22,217,,
2018-01-22,218,,
2018-01-22,219,,
2018-01-22,220,,
2018-01-22,221,,
2018-01-22,222,,
2018-01-22,223,,
2018-01-22,224,,
2018-01-22,225,1.3,1.5
2018-01-22,226,,
2018-01-22,227,,
2018-01-22,228,,
2018-01-22,229,0.45,0.55
2018-01-22,230,,
2018-01-22,231,,
2018-01-22,232,,
2018-01-22,233,,
2018-01-22,234,0.2,0.22
2018-01-22,235,,
2018-01-22,236,,
2018-01-22,237,,
2018-01-22,238,,
2018-01-22,239,,
2018-01-22,240,,
2018-01-22,241,,
2018-01-22,242,,
2018-01-22,243,,
2018-01-22,244,,
2018-01-22,245,,
2018-01-22,246,0.45,0.55
2018-01-22,247,1.5,1.8
2018-01-22,248,,
2018-01-22,249,0.6,0.7
2018-01-22,250,0.23,0.28
2018-01-22,251,,
2018-01-22,252,,
2018-01-22,253,0.7,0.75
2018-01-22,254,,
2018-01-22,255,,
2018-01-22,256,0.6,0.7
2018-01-22,257,,
2018-01-22,258,,
2018-01-22,259,,
2018-01-22,260,,
2018-01-22,261,,
2018-01-22,262,,
2018-01-22,263,,
2018-01-22,264,,
2018-01-22,265,,
2018-01-22,266,,
2018-01-22,267,,
2018-01-22,268,,
2018-01-22,269,,
2018-01-22,270,,
2018-01-22,271,,
2018-01-22,272,,
2018-01-22,273,,
2018-01-22,274,,
2018-01-22,275,,
2018-01-22,276,,
2018-01-22,277,,
2018-01-22,278,,
2018-01-22,279,,
2018-01-22,280,,
2018-01-22,281,,
2018-01-22,282,,
2018-01-22,283,,
2018-01-22,284,,
2018-01-22,285,,
2018-01-22,286,,
2018-01-22,287,,
2018-01-22,288,,
2018-01-22,289,,
2018-01-22,290,,
2018-01-22,291,,
2018-01-22,292,,
2018-01-22,293,,
2018-01-22,294,,
2018-01-22,295,,
2018-01-22,296,,
2018-01-22,297,0.6,0.7
2018-01-22,298,,
2018-01-22,299,,
2018-01-22,300,,
2018-01-22,301,,
2018-01-22,302,,
2018-01-22,303,,
2018-01-22,304,,
2018-01-22,305,,
2018-01-22,306,,
2018-01-22,307,,
2018-01-22,308,,
2018-01-22,309,,
2018-01-22,310,,
2018-01-22,311,,
2018-01-22,312,,
2018-01-22,313,,
2018-01-22,314,,
2018-01-22,315,,
2018-01-22,316,,
2018-01-22,317,,
2018-01-22,318,,
2018-01-22,319,,
2018-01-22,320,,
2018-01-22,321,,
2018-01-22,322,,
2018-01-22,323,,
2018-01-22,615,8.5,9.5
2018-01-22,616,8,9
2018-01-22,670,,
2018-01-22,671,,
2018-01-22,672,213,215
2018-01-22,673,,
2018-01-22,679,7.5,8.5
2018-01-22,680,8,9
2018-01-22,683,3.5,3.9
2018-01-22,684,3.6,4
2018-01-22,685,,
2018-01-22,688,1.2,1.25
2018-01-22,689,1.25,1.3
2018-01-22,690,1.35,1.45
2018-01-22,691,2.3,2.6
2018-01-22,692,2.3,2.65
2018-01-22,693,2.6,2.8
2018-01-22,694,2.6,2.9
2018-01-22,695,7.3,7.8
