date,code,low,high
2022-01-10,82,,
2022-01-10,83,,
2022-01-10,84,,
2022-01-10,85,,
2022-01-10,86,1365,1370
2022-01-10,87,1330,1350
2022-01-10,88,1315,1320
2022-01-10,89,2150,2160
2022-01-10,90,1550,1560
2022-01-10,91,,
2022-01-10,92,1525,1530
2022-01-10,93,,
2022-01-10,94,1460,1465
2022-01-10,95,1415,1425
2022-01-10,96,,
2022-01-10,97,,
2022-01-10,98,,
2022-01-10,100,,
2022-01-10,101,10.5,11
2022-01-10,102,11.5,12.5
2022-01-10,103,4.25,4.85
2022-01-10,104,3.2,3.35
2022-01-10,105,3.6,3.8
2022-01-10,106,3.1,3.15
2022-01-10,107,1.6,1.65
2022-01-10,108,313,315
2022-01-10,109,323,325
2022-01-10,110,515,525
2022-01-10,111,,
2022-01-10,112,,
2022-01-10,113,,
2022-01-10,114,322,325
2022-01-10,115,253,255
2022-01-10,116,,
2022-01-10,117,660,662
2022-01-10,118,505,507
2022-01-10,119,,
2022-01-10,120,500,502
2022-01-10,121,720,723
2022-01-10,122,515,517
2022-01-10,123,,
2022-01-10,124,508,510
2022-01-10,125,,
2022-01-10,126,245,255
2022-01-10,127,235,240
2022-01-10,128,215,220
2022-01-10,129,230,240
2022-01-10,130,185,190
2022-01-10,131,1880,1885
2022-01-10,132,1280,1285
2022-01-10,133,1260,1265
2022-01-10,134,1360,1365
2022-01-10,176,10,11
2022-01-10,177,25.5,26.5
2022-01-10,181,4.9,5
2022-01-10,182,5.1,5.2
2022-01-10,183,5.25,5.45
2022-01-10,184,5.95,6.05
2022-01-10,185,6.5,6.6
2022-01-10,186,8.7,8.8
2022-01-10,187,450,460
2022-01-10,188,470,480
2022-01-10,189,245,255
2022-01-10,191,,
2022-01-10,192,,
2022-01-10,193,,
2022-01-10,194,,
2022-01-10,195,,
2022-01-10,196,,
2022-01-10,197,,
2022-01-10,198,,
2022-01-10,199,,
2022-01-10,202,,
2022-01-10,203,1.8,2
2022-01-10,204,,
2022-01-10,205,,
2022-01-10,206,,
2022-01-10,207,0.55,0.65
2022-01-10,208,0.5,0.6
2022-01-10,209,0.5,0.6
2022-01-10,210,1.5,1.7
2022-01-10,211,0.5,0.6
2022-01-10,212,0.35,0.4
2022-01-10,213,,
2022-01-10,214,,
2022-01-10,215,,
2022-01-10,216,,
2022-01-10,217,0.3,0.35
2022-01-10,218,,
2022-01-10,219,,
2022-01-10,220,,
2022-01-10,221,,
2022-01-10,222,,
2022-01-10,223,,
2022-01-10,224,,
2022-01-10,225,1.5,1.8
2022-01-10,226,1.5,2
2022-01-10,227,,
2022-01-10,228,1.2,1.3
2022-01-10,229,0.9,1
2022-01-10,230,,
2022-01-10,231,,
2022-01-10,232,,
2022-01-10,233,0.33,0.35
2022-01-10,234,0.32,0.35
2022-01-10,235,,
2022-01-10,236,,
2022-01-10,237,,
2022-01-10,238,,
2022-01-10,239,,
2022-01-10,240,,
2022-01-10,241,,
2022-01-10,242,,
2022-01-10,243,,
2022-01-10,244,,
2022-01-10,245,,
2022-01-10,246,0.85,0.95
2022-01-10,247,0.8,0.9
2022-01-10,248,1.1,1.2
2022-01-10,249,1.3,1.5
2022-01-10,250,0.8,0.9
2022-01-10,251,0.7,0.8
2022-01-10,252,,
2022-01-10,253,0.6,0.7
2022-01-10,254,0.5,0.6
2022-01-10,255,1.1,1.3
2022-01-10,256,0.6,0.65
2022-01-10,257,0.6,0.65
2022-01-10,258,,
2022-01-10,259,,
2022-01-10,260,,
2022-01-10,261,0.9,1
2022-01-10,262,1,1.1
2022-01-10,263,1.1,1.3
2022-01-10,264,1.4,1.6
2022-01-10,265,1.7,1.8
2022-01-10,266,,
2022-01-10,267,,
2022-01-10,268,,
2022-01-10,269,,
2022-01-10,270,,
2022-01-10,271,,
2022-01-10,272,,
2022-01-10,273,,
2022-01-10,274,,
2022-01-10,275,,
2022-01-10,276,,
2022-01-10,277,,
2022-01-10,278,,
2022-01-10,279,1,1.2
2022-01-10,280,0.7,0.78
2022-01-10,281,0.6,0.65
2022-01-10,282,0.7,0.8
2022-01-10,283,0.45,0.5
2022-01-10,284,,
2022-01-10,285,,
2022-01-10,286,,
2022-01-10,287,,
2022-01-10,288,,
2022-01-10,289,,
2022-01-10,290,,
2022-01-10,291,,
2022-01-10,292,,
2022-01-10,293,,
2022-01-10,294,,
2022-01-10,295,,
2022-01-10,296,,
2022-01-10,297,1.5,1.8
2022-01-10,298,,
2022-01-10,299,,
2022-01-10,300,1.5,1.8
2022-01-10,301,1.3,1.5
2022-01-10,302,,
2022-01-10,303,1.5,1.8
2022-01-10,304,,
2022-01-10,305,1.4,1.6
2022-01-10,306,1.3,1.5
2022-01-10,307,,
2022-01-10,308,,
2022-01-10,309,,
2022-01-10,310,,
2022-01-10,311,,
2022-01-10,312,,
2022-01-10,313,,
2022-01-10,314,,
2022-01-10,315,,
2022-01-10,316,,
2022-01-10,317,,
2022-01-10,318,,
2022-01-10,319,,
2022-01-10,320,,
2022-01-10,321,,
2022-01-10,322,,
2022-01-10,323,,
2022-01-10,670,,
2022-01-10,671,,
2022-01-10,672,385,390
2022-01-10,685,,
2022-01-10,727,,
2022-01-10,731,6,6.1
2022-01-10,732,7.2,7.3
2022-01-10,733,7.5,7.8
2022-01-10,734,8.3,8.45
2022-01-10,747,,
2022-01-10,764,0.7,0.8
2022-01-10,802,2800,2870
2022-01-10,803,2780,2820
2022-01-10,806,3.2,3.5
2022-01-10,807,3,3.2
2022-01-10,813,3.2,3.5
2022-01-10,814,3,3.2
2022-01-10,838,9.5,10
2022-01-10,839,9,9.5
2022-01-10,840,9.5,10
2022-01-10,841,9,9.5
2022-01-10,842,1,1.05
2022-01-10,843,1.05,1.1
2022-01-10,844,1.1,1.15
2022-01-10,845,1.8,1.9
2022-01-10,846,2,2.1
2022-01-10,847,,
2022-01-10,848,,
2022-01-10,849,6.5,7.5
2022-01-10,850,1,1.15
2022-01-10,851,0.85,0.9
2022-01-10,852,0.75,0.8
2022-01-10,853,1.15,1.2
2022-01-10,854,0.9,0.95
2022-01-10,855,0.75,0.8
2022-01-10,856,,
2022-01-10,859,3.2,3.4
2022-01-10,860,1.15,1.2
2022-01-10,861,0.75,0.8
2022-01-10,862,5.8,6
2022-01-10,863,0.8,0.85
2022-01-10,865,5.5,5.8
2022-01-10,866,0.8,0.9
2022-01-10,867,5.8,6
2022-01-10,868,,
2022-01-10,869,5.2,5.8
2022-01-14,328,0.5,0.54
2022-01-14,329,0.32,0.36
2022-01-14,331,0.6,0.64
2022-01-14,332,,
2022-01-14,333,3.25,3.3
2022-01-14,335,3.1,3.15
2022-01-14,336,,
2022-01-14,337,,
2022-01-14,340,,
2022-01-14,341,3.1,3.15
2022-01-14,342,3.3,3.35
2022-01-14,344,15.1,15.1
2022-01-14,345,13.3,13.3
2022-01-14,346,12,12
2022-01-14,347,10,10
2022-01-14,350,3.25,3.35
2022-01-14,351,3,3.1
2022-01-14,352,4.55,4.65
2022-01-14,353,5.35,5.45
2022-01-14,356,2.4,2.5
2022-01-14,357,2.3,2.4
2022-01-14,358,4.95,5.05
2022-01-14,361,5.9,6
2022-01-14,362,6.8,6.9
2022-01-14,363,6.65,6.75
2022-01-14,364,2.8,2.9
2022-01-14,365,1.9,2
2022-01-14,366,7.65,7.75
2022-01-14,367,3.4,3.5
2022-01-14,368,1.85,1.95
2022-01-14,369,7.65,7.75
2022-01-14,370,3.4,3.5
2022-01-14,371,1.85,1.95
2022-01-14,372,6,6.1
2022-01-14,674,1.51,1.53
2022-01-14,675,1.99,2.01
2022-01-14,676,3,3.1
2022-01-14,677,2.3,2.4
2022-01-14,678,3.3,3.4
2022-01-14,716,17.6,17.6
2022-01-14,717,15.8,15.8
2022-01-14,718,14.7,14.7
2022-01-14,719,11.7,11.7
2022-01-14,835,5.4,5.6
2022-01-14,836,5.75,5.85
2022-01-15,2,357,358
2022-01-15,3,330,332
2022-01-15,4,315,317
2022-01-15,5,307,309
2022-01-15,6,297,298
2022-01-15,7,435,436
2022-01-15,8,435,437
2022-01-15,10,317,319
2022-01-15,12,295,300
2022-01-15,13,278,280
2022-01-15,14,272,273
2022-01-15,15,283,285
2022-01-15,16,280,282
2022-01-15,19,283,288
2022-01-15,20,293,296
2022-01-15,21,305,309
2022-01-15,23,610,615
2022-01-15,24,599,604
2022-01-15,25,479,481
2022-01-15,26,474,477
2022-01-15,27,575,576
2022-01-15,28,571,573
2022-01-15,29,557,558
2022-01-15,30,234,236
2022-01-15,31,238,240
2022-01-15,32,206,208
2022-01-15,33,250,262
2022-01-15,34,221,223
2022-01-15,35,297,299
2022-01-15,36,268,270
2022-01-15,37,211,212
2022-01-15,38,209,210
2022-01-15,39,353,356
2022-01-15,40,249,250
2022-01-15,41,995,1000
2022-01-15,42,236,238
2022-01-15,43,235,237
2022-01-15,47,276,277
2022-01-15,48,234,240
2022-01-15,50,590,630
2022-01-15,51,840,900
2022-01-15,53,1420,1460
2022-01-15,54,2040,2100
2022-01-15,55,535,565
2022-01-15,56,355,365
2022-01-15,58,177,182
2022-01-15,63,165,170
2022-01-15,67,215,220
2022-01-15,71,110,115
2022-01-15,73,602,604
2022-01-15,75,555,560
2022-01-15,76,650,655
2022-01-15,77,570,574
2022-01-15,81,400,410
2022-01-15,86,1365,1370
2022-01-15,87,1330,1350
2022-01-15,88,1315,1320
2022-01-15,89,2150,2160
2022-01-15,90,1550,1560
2022-01-15,92,1525,1530
2022-01-15,94,1460,1465
2022-01-15,95,1415,1425
2022-01-15,101,10.5,11
2022-01-15,102,11.5,12.5
2022-01-15,103,4.25,4.85
2022-01-15,104,3.2,3.35
2022-01-15,105,3.6,3.8
2022-01-15,106,3.1,3.15
2022-01-15,107,1.6,1.65
2022-01-15,108,313,315
2022-01-15,109,323,325
2022-01-15,110,515,525
2022-01-15,114,322,325
2022-01-15,115,253,255
2022-01-15,117,660,662
2022-01-15,118,505,507
2022-01-15,120,500,502
2022-01-15,121,720,723
2022-01-15,122,515,517
2022-01-15,124,508,510
2022-01-15,126,245,255
2022-01-15,127,235,240
2022-01-15,128,215,220
2022-01-15,129,230,240
2022-01-15,130,185,190
2022-01-15,131,1880,1885
2022-01-15,132,1280,1285
2022-01-15,133,1260,1265
2022-01-15,134,1360,1365
2022-01-15,176,10,11
2022-01-15,177,25.5,26.5
2022-01-15,181,4.9,5
2022-01-15,182,5.1,5.2
2022-01-15,183,5.25,5.45
2022-01-15,184,5.95,6.05
2022-01-15,185,6.5,6.6
2022-01-15,186,8.7,8.8
2022-01-15,187,450,460
2022-01-15,188,470,480
2022-01-15,189,245,255
2022-01-15,203,1.8,2
2022-01-15,207,0.55,0.65
2022-01-15,208,0.5,0.6
2022-01-15,209,0.5,0.6
2022-01-15,210,1.5,1.7
2022-01-15,211,0.5,0.6
2022-01-15,212,0.35,0.4
2022-01-15,217,0.3,0.35
2022-01-15,225,1.5,1.8
2022-01-15,226,1.5,2
2022-01-15,228,1.2,1.3
2022-01-15,229,0.9,1
2022-01-15,233,0.33,0.35
2022-01-15,234,0.32,0.35
2022-01-15,246,0.85,0.95
2022-01-15,247,0.8,0.9
2022-01-15,248,1.1,1.2
2022-01-15,249,1.3,1.5
2022-01-15,250,0.8,0.9
2022-01-15,251,0.7,0.8
2022-01-15,253,0.6,0.7
2022-01-15,254,0.5,0.6
2022-01-15,255,1.1,1.3
2022-01-15,256,0.6,0.65
2022-01-15,257,0.6,0.65
2022-01-15,261,0.9,1
2022-01-15,262,1,1.1
2022-01-15,263,1.1,1.3
2022-01-15,264,1.4,1.6
2022-01-15,265,1.7,1.8
2022-01-15,279,1,1.2
2022-01-15,280,0.7,0.78
2022-01-15,281,0.6,0.65
2022-01-15,282,0.7,0.8
2022-01-15,283,0.45,0.5
2022-01-15,297,1.5,1.8
2022-01-15,300,1.5,1.8
2022-01-15,301,1.3,1.5
2022-01-15,303,1.5,1.8
2022-01-15,305,1.4,1.6
2022-01-15,306,1.3,1.5
2022-01-15,328,0.5,0.54
2022-01-15,329,0.35,0.4
2022-01-15,331,0.63,0.67
2022-01-15,333,3.25,3.3
2022-01-15,335,3.05,3.1
2022-01-15,341,3.1,3.15
2022-01-15,342,3.3,3.35
2022-01-15,344,15.1,15.1
2022-01-15,345,13.3,13.3
2022-01-15,346,12,12
2022-01-15,347,10,10
2022-01-15,350,3.2,3.3
2022-01-15,351,2.92,3.03
2022-01-15,352,4.55,4.65
2022-01-15,353,5.35,5.45
2022-01-15,356,2.4,2.5
2022-01-15,357,2.35,2.45
2022-01-15,358,4.9,5
2022-01-15,361,5.9,6
2022-01-15,362,6.8,6.9
2022-01-15,363,6.58,6.67
2022-01-15,364,2.75,2.85
2022-01-15,365,1.85,1.95
2022-01-15,366,7.55,7.65
2022-01-15,367,3.33,3.42
2022-01-15,368,1.8,1.9
2022-01-15,369,7.55,7.65
2022-01-15,370,3.33,3.42
2022-01-15,371,1.8,1.9
2022-01-15,372,6,6.1
2022-01-15,672,385,390
2022-01-15,674,1.48,1.5
2022-01-15,675,1.95,1.97
2022-01-15,676,2.92,3.03
2022-01-15,677,2.35,2.45
2022-01-15,678,3.22,3.33
2022-01-15,716,17.6,17.6
2022-01-15,717,15.8,15.8
2022-01-15,718,14.7,14.7
2022-01-15,719,11.7,11.7
2022-01-15,731,6,6.1
2022-01-15,732,7.2,7.3
2022-01-15,733,7.5,7.8
2022-01-15,734,8.3,8.45
2022-01-15,764,0.7,0.8
2022-01-15,802,2800,2870
2022-01-15,803,2780,2820
2022-01-15,806,3.2,3.5
2022-01-15,807,3,3.2
2022-01-15,813,3.2,3.5
2022-01-15,814,3,3.2
2022-01-15,835,5.4,5.6
2022-01-15,836,5.7,5.8
2022-01-15,838,9.5,10
2022-01-15,839,9,9.5
2022-01-15,840,9.5,10
2022-01-15,841,9,9.5
2022-01-15,842,1,1.05
2022-01-15,843,1.05,1.1
2022-01-15,844,1.1,1.15
2022-01-15,845,1.8,1.9
2022-01-15,846,2,2.1
2022-01-15,849,6.5,7.5
2022-01-15,850,1,1.15
2022-01-15,851,0.85,0.9
2022-01-15,852,0.75,0.8
2022-01-15,853,1.15,1.2
2022-01-15,854,0.9,0.95
2022-01-15,855,0.75,0.8
2022-01-15,859,3.2,3.4
2022-01-15,860,1.15,1.2
2022-01-15,861,0.75,0.8
2022-01-15,862,5.8,6
2022-01-15,863,0.8,0.85
2022-01-15,865,5.5,5.8
2022-01-15,866,0.8,0.9
2022-01-15,867,5.8,6
2022-01-15,869,5.2,5.8
2022-01-17,2,352,353
2022-01-17,3,325,327
2022-01-17,4,313,315
2022-01-17,5,305,307
2022-01-17,6,297,298
2022-01-17,7,429,430
2022-01-17,8,429,431
2022-01-17,9,,
2022-01-17,10,314,316
2022-01-17,11,,
2022-01-17,12,295,300
2022-01-17,13,276,278
2022-01-17,14,272,273
2022-01-17,15,281,283
2022-01-17,16,275,277
2022-01-17,17,,
2022-01-17,18,,
2022-01-17,19,281,286
2022-01-17,20,293,296
2022-01-17,21,305,309
2022-01-17,22,,
2022-01-17,23,610,615
2022-01-17,24,599,604
2022-01-17,25,479,481
2022-01-17,26,474,477
2022-01-17,27,575,576
2022-01-17,28,571,573
2022-01-17,29,557,558
2022-01-17,30,244,246
2022-01-17,31,248,250
2022-01-17,32,216,218
2022-01-17,33,258,270
2022-01-17,34,229,231
2022-01-17,35,307,309
2022-01-17,36,278,280
2022-01-17,37,221,222
2022-01-17,38,219,220
2022-01-17,39,353,356
2022-01-17,40,247,248
2022-01-17,41,1010,1015
2022-01-17,42,236,238
2022-01-17,43,235,237
2022-01-17,44,,
2022-01-17,45,,
2022-01-17,46,,
2022-01-17,47,276,277
2022-01-17,48,234,240
2022-01-17,50,590,630
2022-01-17,51,840,900
2022-01-17,53,1420,1460
2022-01-17,54,2040,2100
2022-01-17,55,540,570
2022-01-17,56,360,370
2022-01-17,58,177,182
2022-01-17,61,,
2022-01-17,62,,
2022-01-17,63,165,170
2022-01-17,64,,
2022-01-17,65,,
2022-01-17,66,,
2022-01-17,67,215,220
2022-01-17,68,,
2022-01-17,69,,
2022-01-17,70,,
2022-01-17,71,110,115
2022-01-17,73,598,600
2022-01-17,74,,
2022-01-17,75,543,548
2022-01-17,76,646,651
2022-01-17,77,555,559
2022-01-17,78,,
2022-01-17,79,,
2022-01-17,80,,
2022-01-17,81,400,410
2022-01-17,82,,
2022-01-17,83,,
2022-01-17,84,,
2022-01-17,85,,
2022-01-17,86,1355,1360
2022-01-17,87,1280,1300
2022-01-17,88,1255,1260
2022-01-17,89,2140,2150
2022-01-17,90,1530,1540
2022-01-17,91,,
2022-01-17,92,1505,1510
2022-01-17,93,,
2022-01-17,94,1410,1415
2022-01-17,95,1355,1365
2022-01-17,96,,
2022-01-17,97,,
2022-01-17,98,,
2022-01-17,100,,
2022-01-17,101,10.5,11
2022-01-17,102,11.5,12.5
2022-01-17,103,4.25,4.85
2022-01-17,104,3.2,3.35
2022-01-17,105,3.6,3.8
2022-01-17,106,3.1,3.15
2022-01-17,107,1.6,1.65
2022-01-17,108,313,315
2022-01-17,109,323,325
2022-01-17,110,515,525
2022-01-17,111,,
2022-01-17,112,,
2022-01-17,113,,
2022-01-17,114,317,320
2022-01-17,115,263,265
2022-01-17,116,,
2022-01-17,117,642,644
2022-01-17,118,495,497
2022-01-17,119,,
2022-01-17,120,490,492
2022-01-17,121,702,705
2022-01-17,122,505,507
2022-01-17,123,,
2022-01-17,124,496,498
2022-01-17,125,,
2022-01-17,126,245,255
2022-01-17,127,235,240
2022-01-17,128,215,220
2022-01-17,129,230,240
2022-01-17,130,185,190
2022-01-17,131,1910,1915
2022-01-17,132,1270,1275
2022-01-17,133,1250,1255
2022-01-17,134,1350,1355
2022-01-17,176,9,10
2022-01-17,177,24.5,25.5
2022-01-17,181,4.95,5.05
2022-01-17,182,5.15,5.25
2022-01-17,183,5.3,5.5
2022-01-17,184,6,6.1
2022-01-17,185,6.55,6.65
2022-01-17,186,8.75,8.85
2022-01-17,187,440,455
2022-01-17,188,465,475
2022-01-17,189,245,255
2022-01-17,191,,
2022-01-17,192,,
2022-01-17,193,,
2022-01-17,194,,
2022-01-17,195,,
2022-01-17,196,,
2022-01-17,197,,
2022-01-17,198,,
2022-01-17,199,,
2022-01-17,202,,
2022-01-17,203,1.8,2
2022-01-17,204,,
2022-01-17,205,,
2022-01-17,206,,
2022-01-17,207,0.55,0.65
2022-01-17,208,,
2022-01-17,209,0.5,0.6
2022-01-17,210,1.5,1.7
2022-01-17,211,0.45,0.55
2022-01-17,212,0.35,0.4
2022-01-17,213,,
2022-01-17,214,,
2022-01-17,215,,
2022-01-17,216,,
2022-01-17,217,0.3,0.35
2022-01-17,218,,
2022-01-17,219,,
2022-01-17,220,,
2022-01-17,221,,
2022-01-17,222,,
2022-01-17,223,,
2022-01-17,224,,
2022-01-17,225,1.5,1.8
2022-01-17,226,1.5,2
2022-01-17,227,,
2022-01-17,228,1.2,1.3
2022-01-17,229,0.95,1.05
2022-01-17,230,,
2022-01-17,231,,
2022-01-17,232,,
2022-01-17,233,0.33,0.35
2022-01-17,234,0.32,0.35
2022-01-17,235,,
2022-01-17,236,,
2022-01-17,237,,
2022-01-17,238,,
2022-01-17,239,,
2022-01-17,240,,
2022-01-17,241,,
2022-01-17,242,,
2022-01-17,243,,
2022-01-17,244,,
2022-01-17,245,,
2022-01-17,246,0.85,0.95
2022-01-17,247,1.3,1.4
2022-01-17,248,1.15,1.25
2022-01-17,249,1.35,1.55
2022-01-17,250,0.85,0.95
2022-01-17,251,0.7,0.8
2022-01-17,252,,
2022-01-17,253,0.6,0.7
2022-01-17,254,0.5,0.6
2022-01-17,255,1.1,1.3
2022-01-17,256,0.6,0.65
2022-01-17,257,0.6,0.65
2022-01-17,258,,
2022-01-17,259,,
2022-01-17,260,,
2022-01-17,261,0.9,1
2022-01-17,262,1,1.1
2022-01-17,263,1.1,1.3
2022-01-17,264,1.4,1.6
2022-01-17,265,1.7,1.8
2022-01-17,266,,
2022-01-17,267,,
2022-01-17,268,,
2022-01-17,269,,
2022-01-17,270,,
2022-01-17,271,,
2022-01-17,272,,
2022-01-17,273,,
2022-01-17,274,,
2022-01-17,275,,
2022-01-17,276,,
2022-01-17,277,,
2022-01-17,278,,
2022-01-17,279,1,1.2
2022-01-17,280,0.7,0.78
2022-01-17,281,0.6,0.65
2022-01-17,282,0.7,0.8
2022-01-17,283,0.45,0.5
2022-01-17,284,,
2022-01-17,285,,
2022-01-17,286,,
2022-01-17,287,,
2022-01-17,288,,
2022-01-17,289,,
2022-01-17,290,,
2022-01-17,291,,
2022-01-17,292,,
2022-01-17,293,,
2022-01-17,294,,
2022-01-17,295,,
2022-01-17,296,,
2022-01-17,297,1.5,1.8
2022-01-17,298,,
2022-01-17,299,,
2022-01-17,300,1.5,1.8
2022-01-17,301,1.3,1.5
2022-01-17,302,,
2022-01-17,303,1.5,1.8
2022-01-17,304,,
2022-01-17,305,1.4,1.6
2022-01-17,306,1.3,1.5
2022-01-17,307,,
2022-01-17,308,,
2022-01-17,309,,
2022-01-17,310,,
2022-01-17,311,,
2022-01-17,312,,
2022-01-17,313,,
2022-01-17,314,,
2022-01-17,315,,
2022-01-17,316,,
2022-01-17,317,,
2022-01-17,318,,
2022-01-17,319,,
2022-01-17,320,,
2022-01-17,321,,
2022-01-17,322,,
2022-01-17,323,,
2022-01-17,670,,
2022-01-17,671,,
2022-01-17,672,395,400
2022-01-17,685,,
2022-01-17,727,,
2022-01-17,731,6.05,6.15
2022-01-17,732,7.25,7.35
2022-01-17,733,7.5,7.8
2022-01-17,734,8.3,8.45
2022-01-17,747,,
2022-01-17,764,0.7,0.8
2022-01-17,802,2750,2820
2022-01-17,803,2730,2770
2022-01-17,806,3.2,3.5
2022-01-17,807,3,3.2
2022-01-17,813,3.2,3.5
2022-01-17,814,3,3.2
2022-01-17,838,9.5,10
2022-01-17,839,9,9.5
2022-01-17,840,9.5,10
2022-01-17,841,9,9.5
2022-01-17,842,1,1.05
2022-01-17,843,1.05,1.1
2022-01-17,844,1.15,1.2
2022-01-17,845,1.8,1.9
2022-01-17,846,2,2.1
2022-01-17,847,,
2022-01-17,848,,
2022-01-17,849,6.5,7.5
2022-01-17,850,1,1.15
2022-01-17,851,0.85,0.9
2022-01-17,852,0.75,0.8
2022-01-17,853,1.15,1.2
2022-01-17,854,0.9,0.95
2022-01-17,855,0.75,0.8
2022-01-17,856,,
2022-01-17,859,3.2,3.4
2022-01-17,860,1.15,1.2
2022-01-17,861,0.75,0.8
2022-01-17,862,5.8,6
2022-01-17,863,0.8,0.85
2022-01-17,865,5.5,5.8
2022-01-17,866,0.8,0.9
2022-01-17,867,5.8,6
2022-01-17,868,,
2022-01-17,869,5.2,5.8
2022-01-21,328,0.5,0.54
2022-01-21,329,0.22,0.26
2022-01-21,331,0.53,0.57
2022-01-21,332,,
2022-01-21,333,3.25,3.3
2022-01-21,335,3.15,3.2
2022-01-21,336,,
2022-01-21,337,,
2022-01-21,340,,
2022-01-21,341,3.15,3.2
2022-01-21,342,3.3,3.35
2022-01-21,344,15.1,15.1
2022-01-21,345,13.3,13.3
2022-01-21,346,12,12
2022-01-21,347,10,10
2022-01-21,350,3.3,3.4
2022-01-21,351,3.1,3.2
2022-01-21,352,4.65,4.75
2022-01-21,353,5.35,5.45
2022-01-21,356,2.4,2.5
2022-01-21,357,2.3,2.4
2022-01-21,358,5.05,5.15
2022-01-21,361,5.9,6
2022-01-21,362,6.8,6.9
2022-01-21,363,6.8,6.9
2022-01-21,364,2.95,3.05
2022-01-21,365,1.9,2
2022-01-21,366,7.85,7.95
2022-01-21,367,3.6,3.7
2022-01-21,368,1.95,2.05
2022-01-21,369,7.85,7.95
2022-01-21,370,3.6,3.7
2022-01-21,371,1.95,2.05
2022-01-21,372,6,6.1
2022-01-21,674,1.56,1.58
2022-01-21,675,2.05,2.07
2022-01-21,676,3.1,3.2
2022-01-21,677,2.2,2.3
2022-01-21,678,3.4,3.5
2022-01-21,716,17.6,17.6
2022-01-21,717,15.8,15.8
2022-01-21,718,14.7,14.7
2022-01-21,719,11.7,11.7
2022-01-21,835,5.4,5.6
2022-01-21,836,5.85,5.95
2022-01-24,2,349,350
2022-01-24,3,322,324
2022-01-24,4,310,312
2022-01-24,5,303,305
2022-01-24,6,295,296
2022-01-24,7,424,425
2022-01-24,8,424,426
2022-01-24,9,,
2022-01-24,10,312,314
2022-01-24,11,,
2022-01-24,12,295,298
